t,year,epi_week,year_week,reported_cases,reported_deaths,mcv1,mcv2,dropout_model,sia_active,sia_coverage_weekly,sia_coverage_total,sia_age_group,line_list_cases,line_list_deaths,median_age_years,mean_reporting_delay_days,specimen_tested_cases,lab_confirmed_cases,confirmed_lab_or_epi_cases,national_model_quality_flag,usable_for_initial_national_model,national_population,births,weekly_births,crude_death_rate,weekly_mortality_rate,has_demography,demographic_quality_flag
200,2023,43,2023-W43,661,2,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,646,2,5,4.252631578947368,95,95,646,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
201,2023,44,2023-W44,511,0,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,476,5,4,5.042553191489362,47,46,475,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
202,2023,45,2023-W45,1244,1,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,1034,0,5,3.793103448275862,58,58,1034,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
203,2023,46,2023-W46,612,0,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,648,3,4,4.74,50,50,648,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
204,2023,47,2023-W47,868,3,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,865,13,4,3.774647887323943,74,72,863,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
205,2023,48,2023-W48,1234,5,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,1112,6,4,4.572916666666667,96,94,1110,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
206,2023,49,2023-W49,844,4,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,1142,4,3,3.9315068493150687,73,68,1137,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
207,2023,50,2023-W50,933,4,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,948,10,4,4.1521739130434785,92,87,943,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
208,2023,51,2023-W51,1811,9,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,1392,8,3,3.933333333333333,60,57,1389,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
209,2023,52,2023-W52,2351,13,0.6979080154586969,0.673036176482345,0.03563770357330673,FALSE,0,0,NA,536,4,3,2.027027027027027,42,41,535,contains_adjusted_vaccination_inputs,TRUE,128691692,4105686,78955.5,0.00596,1.1461538461538461e-4,TRUE,ok
210,2024,1,2024-W01,1222,5,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1221,14,4,4.714285714285714,56,54,1219,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
211,2024,2,2024-W02,1441,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1159,10,4,4.920634920634921,63,62,1158,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
212,2024,3,2024-W03,1357,6,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1671,9,4,3.892857142857143,84,82,1669,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
213,2024,4,2024-W04,1586,5,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1383,8,4,4.043478260869565,46,44,1381,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
214,2024,5,2024-W05,1991,4,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1205,2,3,7.956521739130435,23,20,1202,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
215,2024,6,2024-W06,2028,6,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1186,11,4,6.8,40,37,1183,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
216,2024,7,2024-W07,2117,10,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1421,5,4,5.866666666666666,121,120,1420,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
217,2024,8,2024-W08,2183,9,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1635,11,4,3.955223880597015,135,135,1635,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
218,2024,9,2024-W09,1946,13,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1445,15,4,5.392857142857143,115,113,1444,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
219,2024,10,2024-W10,2332,12,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1691,9,4,4.666666666666667,93,93,1691,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
220,2024,11,2024-W11,2056,4,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1597,10,5,3.604651162790698,88,86,1595,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
221,2024,12,2024-W12,2598,8,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1343,2,5,3.4078947368421053,83,83,1343,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
222,2024,13,2024-W13,2084,5,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,1697,3,4,5.92,52,52,1697,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
223,2024,14,2024-W14,2474,6,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,911,0,5,4.658536585365853,42,42,911,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
224,2024,15,2024-W15,2111,3,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,646,1,4,3.72972972972973,37,37,646,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
225,2024,16,2024-W16,2065,5,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,550,0,3,3.2439024390243905,41,41,550,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
226,2024,17,2024-W17,1916,3,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,538,0,4,4.071428571428571,30,30,538,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
227,2024,18,2024-W18,1288,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,321,2,4,7.555555555555555,27,24,318,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
228,2024,19,2024-W19,1337,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,517,9,4,5.037037037037037,27,26,516,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
229,2024,20,2024-W20,1148,3,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,567,2,5,4.634146341463414,41,40,566,contains_geo_week_deaths_exceed_cases,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
230,2024,21,2024-W21,1084,5,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,538,4,4,3.234042553191489,47,45,536,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
231,2024,22,2024-W22,884,3,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,367,1,4,3.060606060606061,33,32,366,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
232,2024,23,2024-W23,721,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,391,1,4,2.736842105263158,38,36,389,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
233,2024,24,2024-W24,623,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,637,0,4,2.769230769230769,26,25,636,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
234,2024,25,2024-W25,593,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,471,2,6,3.793103448275862,29,28,470,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
235,2024,26,2024-W26,556,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,338,0,4,3.1666666666666665,18,18,338,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
236,2024,27,2024-W27,426,0,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,224,1,2,3.628571428571429,35,34,223,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
237,2024,28,2024-W28,516,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,193,1,3,0.925925925925926,27,27,193,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
238,2024,29,2024-W29,666,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,287,1,18,5.090909090909091,22,20,285,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
239,2024,30,2024-W30,695,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,245,1,10,2.4285714285714284,14,13,244,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
240,2024,31,2024-W31,630,7,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,248,0,12,4.8,20,19,247,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
241,2024,32,2024-W32,431,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,89,2,5,4.9,10,10,89,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
242,2024,33,2024-W33,404,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,76,0,6,3.1666666666666665,6,6,76,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
243,2024,34,2024-W34,349,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,54,1,5.5,5.357142857142857,14,14,54,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
244,2024,35,2024-W35,289,0,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,94,4,5,3.142857142857143,14,14,94,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
245,2024,36,2024-W36,220,0,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,81,0,6,4.230769230769231,13,12,80,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
246,2024,37,2024-W37,236,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,139,5,4,4.375,8,7,138,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
247,2024,38,2024-W38,387,3,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,281,3,4,3.36,25,25,281,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
248,2024,39,2024-W39,311,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,220,2,5,2.9375,16,16,220,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
249,2024,40,2024-W40,202,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,175,2,3,6.379310344827586,29,28,174,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
250,2024,41,2024-W41,323,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,208,1,3,4.5625,16,13,205,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
251,2024,42,2024-W42,329,4,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,234,3,4,7.454545454545454,11,10,233,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
252,2024,43,2024-W43,380,0,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,213,0,4,4.068965517241379,29,27,211,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
253,2024,44,2024-W44,303,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,108,0,5.5,4.888888888888889,18,16,106,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
254,2024,45,2024-W45,390,2,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,226,1,5,4.75,20,18,224,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
255,2024,46,2024-W46,290,3,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,200,3,5,5.827586206896552,29,29,200,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
256,2024,47,2024-W47,384,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,215,2,4,3.357142857142857,42,40,213,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
257,2024,48,2024-W48,348,6,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,210,1,4,3.827586206896552,29,27,208,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
258,2024,49,2024-W49,405,0,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,115,0,4,5.129032258064516,31,29,113,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
259,2024,50,2024-W50,419,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,78,0,6,3.272727272727273,11,10,77,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
260,2024,51,2024-W51,445,1,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,74,0,4,3,8,8,74,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
261,2024,52,2024-W52,593,4,0.7315138939526632,0.7207946066160285,0.01465356628937576,FALSE,0,0,NA,52,1,4,0,1,1,52,contains_adjusted_vaccination_inputs,TRUE,132059767,4156522,79933.11538461539,0.0059,1.1346153846153846e-4,TRUE,ok
